274, 3, 6"
276, 3, 7"
273, 3, 5"
283, 4, 9"
275, 2, 4"
301, 2, 8"
283, 2, 6"
284, 4, 7"
284, 4, 9"
284, 3, 6"
283, 4, 8"
288, 4, 8"
274, 2, 5"
345, 4, 6"
303, 6, 12
293, 5, 12
299, 5, 13
297, 5, 11
305, 8, 16
294, 6, 12
296, 6, 12
